search_keyword,product_name,supplier_name,city,state,supplier_region,rating,price_numeric,price_unit,price_bucket,product_url,supplier_url,catid,mcatid,itemid,dispid,scraped_at
travel iron,Iron Folding Handel Portable Travel Steam Iron Press,Dymtrus,Surat,Gujarat,West,4.4,400.0,Piece,Low (<10k),https://www.indiamart.com/proddetail/iron-folding-handel-portable-travel-steam-iron-press-2855621465630.html?pos=11&kwd=travel%20iron&tags=rk:B|plc:1|dt:1211|db:25|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:400|ri:T_B_G250_P|em:1-|-res:RC2|ktp:N0|mtp:S|wc:2|lcf:1|cq:coimbatore|qr_nm:localhgmct-gl-gd-localsup|cs:20581|com-cf:nl|ptrs:na|mc:40214|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260129|mrd:260101|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city|r=4,https://www.dymtrus.com/?pos=11&kwd=travel%20iron&tags=rk:B|plc:1|dt:1211|db:25|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:400|ri:T_B_G250_P|em:1-|-res:RC2|ktp:N0|mtp:S|wc:2|lcf:1|cq:coimbatore|qr_nm:localhgmct-gl-gd-localsup|cs:20581|com-cf:nl|ptrs:na|mc:40214|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260129|mrd:260101|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city,126,40214,290813654,2855621465630,2026-02-01T08:53:01.165824+00:00
travel iron,Cotton Travel Iron Bag With Handle (30cm x 15cm x 13cm),Geometricglitz,Surat,Gujarat,West,4.1,90.0,Piece,Low (<10k),https://www.indiamart.com/proddetail/iron-storage-cover-travel-iron-bag-with-handle-2858224689655.html?pos=12&kwd=travel%20iron&tags=rk:B|plc:1|dt:1211|db:25|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:90|ri:T_B_G250_P|em:1-|-res:RC2|ktp:N0|mtp:S|wc:2|lcf:1|cq:coimbatore|qr_nm:localhgmct-gl-gd-localsup|cs:20581|com-cf:nl|ptrs:na|mc:40214|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260129|mrd:260101|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city|r=4,https://www.geometricglitz.com/?pos=12&kwd=travel%20iron&tags=rk:B|plc:1|dt:1211|db:25|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:90|ri:T_B_G250_P|em:1-|-res:RC2|ktp:N0|mtp:S|wc:2|lcf:1|cq:coimbatore|qr_nm:localhgmct-gl-gd-localsup|cs:20581|com-cf:nl|ptrs:na|mc:40214|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260129|mrd:260101|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city,126,40214,316845894,2858224689655,2026-02-01T08:53:01.165824+00:00
travel iron,Mini Travel Iron,Cheaperzone Ecom Llp,Surat,Gujarat,West,3.9,400.0,Piece,Low (<10k),https://www.indiamart.com/proddetail/mini-travel-iron-2854215832233.html?pos=13&kwd=travel%20iron&tags=rk:B|plc:1|dt:1211|db:25|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:400|ri:T_B_G250_P|em:1-|-res:RC2|ktp:N0|mtp:S|wc:2|lcf:1|cq:coimbatore|qr_nm:localhgmct-gl-gd-localsup|cs:20581|com-cf:nl|ptrs:na|mc:40214|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260129|mrd:260101|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city|r=3,https://www.cheaperzonewholesale.com/?pos=13&kwd=travel%20iron&tags=rk:B|plc:1|dt:1211|db:25|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:400|ri:T_B_G250_P|em:1-|-res:RC2|ktp:N0|mtp:S|wc:2|lcf:1|cq:coimbatore|qr_nm:localhgmct-gl-gd-localsup|cs:20581|com-cf:nl|ptrs:na|mc:40214|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260129|mrd:260101|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city,126,40214,276757322,2854215832233,2026-02-01T08:53:01.165824+00:00
travel iron,"Portable Handheld Steam Mini Iron, 1200 W",Goods Grow Enterprises,Jabalpur,Madhya Pradesh,Other/Unknown,4.2,185.0,Piece,Low (<10k),https://www.indiamart.com/proddetail/portable-handheld-steam-mini-iron-2856702260973.html?pos=14&kwd=travel%20iron&tags=rk:B|plc:1|dt:1390|db:28|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:185|ri:T_B_G250_P|em:0-|-res:RC2|ktp:N0|mtp:S|wc:2|lcf:1|cq:coimbatore|qr_nm:localhgmct-gl-gd-localsup|cs:20581|com-cf:nl|ptrs:na|mc:40214|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260129|mrd:260101|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city|r=4,https://www.indiamart.com/goods-grow-enterprises/?pos=14&kwd=travel%20iron&tags=rk:B|plc:1|dt:1390|db:28|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:185|ri:T_B_G250_P|em:0-|-res:RC2|ktp:N0|mtp:S|wc:2|lcf:1|cq:coimbatore|qr_nm:localhgmct-gl-gd-localsup|cs:20581|com-cf:nl|ptrs:na|mc:40214|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260129|mrd:260101|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city,126,40214,301621607,2856702260973,2026-02-01T08:53:01.165824+00:00
travel iron,Mini Travel Iron 1200W,Arriva Trade,Pune,Maharashtra,West,4.3,1700.0,Piece,Low (<10k),NaN,https://www.indiamart.com/arrivatrade/?pos=15&kwd=travel%20iron&tags=rk:C|plc:1|dt:898|db:18|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:1700|ri:T_C_G250_P|em:1-|-res:RC2|ktp:N0|mtp:S|wc:2|lcf:1|cq:coimbatore|qr_nm:localhgmct-gl-gd-localsup|cs:20581|com-cf:nl|ptrs:na|mc:40214|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260129|mrd:260101|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city,126,40214,312940181,2857834118355,2026-02-01T08:53:01.165824+00:00
travel iron,38W Travel Iron,Ausha Exports (Opc) Pvt Ltd,Gurugram,Haryana,North,4.1,2500.0,Piece,Low (<10k),https://www.indiamart.com/proddetail/38w-travel-iron-2855327344212.html?pos=16&kwd=travel%20iron&tags=rk:B|plc:1|dt:1939|db:39|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:2500|ri:T_B_G250_P|em:1-|-res:RC2|ktp:N0|mtp:S|wc:2|lcf:1|cq:coimbatore|qr_nm:localhgmct-gl-gd-localsup|cs:20581|com-cf:nl|ptrs:na|mc:40214|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260129|mrd:260101|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city|r=4,https://www.aushaelectronics.com/?pos=16&kwd=travel%20iron&tags=rk:B|plc:1|dt:1939|db:39|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:2500|ri:T_B_G250_P|em:1-|-res:RC2|ktp:N0|mtp:S|wc:2|lcf:1|cq:coimbatore|qr_nm:localhgmct-gl-gd-localsup|cs:20581|com-cf:nl|ptrs:na|mc:40214|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260129|mrd:260101|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city,126,40214,287872440,2855327344212,2026-02-01T08:53:01.165824+00:00
travel iron,Mini Portable Steam Iron for Clothes - Compact Travel Device with Non-Stick Soleplate,Paradise Living,Noida,Uttar Pradesh,North,4.6,165.0,Piece,Low (<10k),https://www.indiamart.com/proddetail/mini-portable-steam-iron-for-clothes-compact-travel-ironing-device-2858245276733.html?pos=17&kwd=travel%20iron&tags=rk:B|plc:1|dt:1948|db:39|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:165|ri:T_B_G250_P|em:1-|-res:RC2|ktp:N0|mtp:S|wc:2|lcf:1|cq:coimbatore|qr_nm:localhgmct-gl-gd-localsup|cs:20581|com-cf:nl|ptrs:na|mc:40214|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260129|mrd:260101|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city|r=4,https://www.indiamart.com/paradise-living/?pos=17&kwd=travel%20iron&tags=rk:B|plc:1|dt:1948|db:39|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:165|ri:T_B_G250_P|em:1-|-res:RC2|ktp:N0|mtp:S|wc:2|lcf:1|cq:coimbatore|qr_nm:localhgmct-gl-gd-localsup|cs:20581|com-cf:nl|ptrs:na|mc:40214|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260129|mrd:260101|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city,126,40214,317051765,2858245276733,2026-02-01T08:53:01.165824+00:00
travel iron,800 W Tobi Travel Steam Iron,J L Industries Hub Private Limited,New Delhi,Delhi,North,4.0,380.0,Piece,Low (<10k),https://www.indiamart.com/proddetail/tobi-travel-steam-iron-20565540773.html?pos=18&kwd=travel%20iron&tags=rk:B|plc:1|dt:1966|db:40|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:380|ri:T_B_G250_P|em:1-|-res:RC2|ktp:N0|mtp:S|wc:2|lcf:1|cq:coimbatore|qr_nm:localhgmct-gl-gd-localsup|cs:20581|com-cf:nl|ptrs:na|mc:40214|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260129|mrd:260101|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city|r=4,https://www.jltrading.in/?pos=18&kwd=travel%20iron&tags=rk:B|plc:1|dt:1966|db:40|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:380|ri:T_B_G250_P|em:1-|-res:RC2|ktp:N0|mtp:S|wc:2|lcf:1|cq:coimbatore|qr_nm:localhgmct-gl-gd-localsup|cs:20581|com-cf:nl|ptrs:na|mc:40214|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260129|mrd:260101|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city,126,40214,134763885,20565540773,2026-02-01T08:53:01.165824+00:00
travel iron,Imported Travel Iron,Wonder World,New Delhi,Delhi,North,3.9,250.0,Piece,Low (<10k),https://www.indiamart.com/proddetail/imported-travel-iron-11483772212.html?pos=19&kwd=travel%20iron&tags=rk:B|plc:1|dt:1966|db:40|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:250|ri:T_B_G250_P|em:1-|-res:RC2|ktp:N0|mtp:S|wc:2|lcf:1|cq:coimbatore|qr_nm:localhgmct-gl-gd-localsup|cs:20581|com-cf:nl|ptrs:na|mc:40214|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260129|mrd:260101|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city|r=3,https://www.seemamart.com/?pos=19&kwd=travel%20iron&tags=rk:B|plc:1|dt:1966|db:40|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:250|ri:T_B_G250_P|em:1-|-res:RC2|ktp:N0|mtp:S|wc:2|lcf:1|cq:coimbatore|qr_nm:localhgmct-gl-gd-localsup|cs:20581|com-cf:nl|ptrs:na|mc:40214|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260129|mrd:260101|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city,126,40214,76795196,11483772212,2026-02-01T08:53:01.165824+00:00
travel iron,"Portable Mini Iron (110V, 600W)",Revox24,New Delhi,Delhi,North,4.1,170.0,Piece,Low (<10k),https://www.indiamart.com/proddetail/portable-mini-iron-2855767787612.html?pos=20&kwd=travel%20iron&tags=rk:B|plc:1|dt:1966|db:40|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:170|ri:T_B_G250_P|em:0-|-res:RC2|ktp:N0|mtp:S|wc:2|lcf:1|cq:coimbatore|qr_nm:localhgmct-gl-gd-localsup|cs:20581|com-cf:nl|ptrs:na|mc:40214|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260129|mrd:260101|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city|r=4,https://www.revox24.in/?pos=20&kwd=travel%20iron&tags=rk:B|plc:1|dt:1966|db:40|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:170|ri:T_B_G250_P|em:0-|-res:RC2|ktp:N0|mtp:S|wc:2|lcf:1|cq:coimbatore|qr_nm:localhgmct-gl-gd-localsup|cs:20581|com-cf:nl|ptrs:na|mc:40214|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260129|mrd:260101|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city,126,40214,292276874,2855767787612,2026-02-01T08:53:01.165824+00:00
electric iron,Bucato Industrial Electric Handheld Iron Press Manufacturers In Coimbatore (0.8Kw),Bucato Laundry Equipments,Coimbatore,Tamil Nadu,South,4.2,13000.0,Piece,Mid (10k-50k),https://www.indiamart.com/proddetail/industrial-electric-iron-press-manufacturers-in-coimbatore-2856422487830.html?pos=1&kwd=electric%20iron&tags=rk:B|plc:1|dt:0|db:01|prc:1|dtp:p||sv:M|rsf:gd|prv:13000|ri:M_B_0_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19919|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city|r=4,https://www.indiamart.com/bucatolaundryequipments/?pos=1&kwd=electric%20iron&tags=rk:B|plc:1|dt:0|db:01|prc:1|dtp:p||sv:M|rsf:gd|prv:13000|ri:M_B_0_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19919|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city,126,95308,298823876,2856422487830,2026-02-01T08:53:01.165824+00:00
electric iron,"Electrical Steam Iron Box, 1200 W",Cerebro Garment Finishing Equipments,Tiruppur,Tamil Nadu,South,3.4,8500.0,Piece,Low (<10k),https://www.indiamart.com/proddetail/electrical-steam-iron-box-2856297239291.html?pos=2&kwd=electric%20iron&tags=rk:B|plc:1|dt:43|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:8500|ri:T_B_50_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19919|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city|r=3,https://www.indiamart.com/cerebro/?pos=2&kwd=electric%20iron&tags=rk:B|plc:1|dt:43|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:8500|ri:T_B_50_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19919|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city,126,95308,297571390,2856297239291,2026-02-01T08:53:01.165824+00:00
electric iron,Cork Handle Steam/Electric Iron Box With Teflon Shoe Mat And Solenoid SCSP 017,Nagarjun International Trading Company,Palladam,Tamil Nadu,South,4.0,5520.0,Piece,Low (<10k),https://www.indiamart.com/proddetail/cork-handle-steam-electric-iron-box-with-teflon-shoe-mat-and-solenoid-scsp-017-2857775625897.html?pos=3&kwd=electric%20iron&tags=rk:B|plc:1|dt:35|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:5520|ri:T_B_50_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19919|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city|r=4,https://www.laundrymachinesindia.com/?pos=3&kwd=electric%20iron&tags=rk:B|plc:1|dt:35|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:5520|ri:T_B_50_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19919|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city,126,95308,312355256,2857775625897,2026-02-01T08:53:01.165824+00:00
electric iron,Ganga Iron -- 290,A J Marketing,Coimbatore,Tamil Nadu,South,4.4,290.0,Piece,Low (<10k),https://www.indiamart.com/proddetail/ganga-iron-290-2853469564530.html?pos=4&kwd=electric%20iron&tags=rk:C|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:290|ri:T_C_0_P|em:0-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19919|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city|r=4,https://www.indiamart.com/ajmarketing-coimbatore/?pos=4&kwd=electric%20iron&tags=rk:C|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:290|ri:T_C_0_P|em:0-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19919|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city,126,27271,269294645,2853469564530,2026-02-01T08:53:01.165824+00:00
electric iron,Electric Steam Iron,Yk Hotel Supply,Tiruppur,Tamil Nadu,South,3.6,3300.0,Piece,Low (<10k),https://www.indiamart.com/proddetail/electric-steam-iron-2855223303855.html?pos=5&kwd=electric%20iron&tags=rk:B||dt:43|db:01|prc:1|dtp:p||sv:VGP|rsf:gd|prv:3300|ri:VGP_B_50_NP|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19919|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city|r=3,https://www.indiamart.com/yk-hotel-supply/?pos=5&kwd=electric%20iron&tags=rk:B||dt:43|db:01|prc:1|dtp:p||sv:VGP|rsf:gd|prv:3300|ri:VGP_B_50_NP|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19919|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city,126,95308,286832036,2855223303855,2026-02-01T08:53:01.165824+00:00
electric iron,"Russell Hobbs Electric Steam Iron, Type: Handheld, 750 W",Hanifa Crockerys Centre,Coimbatore,Tamil Nadu,South,5.0,2000.0,Piece,Low (<10k),https://www.indiamart.com/proddetail/electric-steam-iron-2857196307048.html?pos=6&kwd=electric%20iron&tags=rk:T|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:M|rsf:gd|prv:2000|ri:M_T_0_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19919|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city|r=5,https://www.indiamart.com/hanifa-crockerys-centre/?pos=6&kwd=electric%20iron&tags=rk:T|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:M|rsf:gd|prv:2000|ri:M_T_0_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19919|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city,126,95308,306562068,2857196307048,2026-02-01T08:53:01.165824+00:00
electric iron,Starfish Industrial Electric Steam Iron,Sara Equipments,Palladam,Tamil Nadu,South,4.1,3914.0,Piece,Low (<10k),https://www.indiamart.com/proddetail/industrial-electric-steam-iron-25209535062.html?pos=7&kwd=electric%20iron&tags=rk:T|plc:1|dt:35|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:3914|ri:T_T_50_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19919|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city|r=4,https://www.saranapkinincinerator.com/?pos=7&kwd=electric%20iron&tags=rk:T|plc:1|dt:35|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:3914|ri:T_T_50_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19919|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city,126,95308,181203831,25209535062,2026-02-01T08:53:01.165824+00:00
electric iron,Elpro Electric Steam Iron System,Elpro Machine Tech,Tiruppur,Tamil Nadu,South,4.0,35000.0,Piece,Mid (10k-50k),https://www.indiamart.com/proddetail/electric-steam-iron-system-2856405355388.html?pos=8&kwd=electric%20iron&tags=rk:T|plc:1|dt:43|db:01|prc:1|dtp:p|pfs:1|sv:M|rsf:gd|prv:35000|ri:M_T_50_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19919|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city|r=4,https://www.indiamart.com/elpro-machinetech-tiruppur/?pos=8&kwd=electric%20iron&tags=rk:T|plc:1|dt:43|db:01|prc:1|dtp:p|pfs:1|sv:M|rsf:gd|prv:35000|ri:M_T_50_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19919|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city,126,95308,298652551,2856405355388,2026-02-01T08:53:01.165824+00:00
electric iron,Steam Iron 2128 Model Original,Amman Trading Co. ( Amtech Machinery),Tiruppur,Tamil Nadu,South,4.6,7500.0,Piece,Low (<10k),https://www.indiamart.com/proddetail/steam-iron-2128-model-original-2857834875348.html?pos=9&kwd=electric%20iron&tags=rk:T|plc:1|dt:43|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:7500|ri:T_T_50_P|em:0-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19919|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city|r=4,https://www.amtechmachinery.com/?pos=9&kwd=electric%20iron&tags=rk:T|plc:1|dt:43|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:7500|ri:T_T_50_P|em:0-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19919|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260130|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city,126,95308,312947751,2857834875348,2026-02-01T08:53:01.165824+00:00
